EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
7535,Demarcus,Small,16-Mar-19,08-Jan-22,Area Sales Manager,Jimmy Jones,demarcus.small@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Resignation,Who few sport business various.,Sales,Splicing,13-10-1990,TN,Director,Male,8371,Hispanic,Divorced,Fully Meets,1
7536,Kimora,Parsons,15-Mar-23,,Area Sales Manager,Jesse Hunt,kimora.parsons@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Sales,General - Sga,01-02-1994,KY,Administrator,Female,41161,Other,Divorced,Fully Meets,4
7537,Frankie,Davenport,24-Nov-22,,Accountant I,Gary Clark,frankie.davenport@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Unk,,Admin Offices,Aerial,19-08-1991,MA,Foreman,Male,34610,White,Single,Exceeds,3
7538,Donavan,Chavez,17-Jan-23,,Production Technician I,Robert Rios,donavan.chavez@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Engineers,02-01-1949,MA,Engineer,Female,18917,Black,Married,Fully Meets,3
7539,Jacoby,Singleton,29-Nov-18,09-Jul-22,Production Technician I,Glenda Wilson,jacoby.singleton@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Voluntary,Over almost sport stay.,Production       ,Project Management - Con,25-01-1962,MA,Coordinator,Female,53913,Hispanic,Widowed,Needs Improvement,3
7540,Salvatore,Noble,17-Oct-22,26-Mar-23,Production Technician I,Debra Yang,salvatore.noble@bilearner.com,CCDR,Future Start,Full-Time,Zone B,Part-Time,Involuntary,Marriage sound myself others well morning wrong.,Production       ,Aerial,28-10-1993,MA,Lineman,Male,7481,Asian,Single,Fully Meets,2
7541,Lillian,Hines,05-Oct-21,02-Jul-23,Production Technician I,James Foster,lillian.hines@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Economy choice authority responsibility.,Production       ,Finance & Accounting,22-12-1976,MA,Administration,Female,61287,Other,Divorced,Fully Meets,3
7542,Cristal,Bradshaw,16-Feb-22,,Production Technician II,Tiffany Stone,cristal.bradshaw@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,13-12-1995,MA,Manager,Female,41487,Black,Single,Fully Meets,3
7543,Kelly,Ellis,17-Apr-20,26-Feb-22,Production Technician I,Abigail Cooper,kelly.ellis@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Voluntary,Stock about front themselves list value.,Production       ,Field Operations,25-07-1957,MA,Laborer,Female,69455,White,Divorced,Fully Meets,3
7544,Felix,Fritz,13-Sep-22,,Production Technician I,Alejandro Davies,felix.fritz@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,18-11-1991,MA,Manager,Male,61961,Asian,Single,Fully Meets,3
7545,Barbara,Sutwell,06-Apr-23,24-May-23,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Any adult enter these less.,Production       ,Finance & Accounting,20-02-1976,MA,Cfo,Female,2718,Asian,Divorced,Fully Meets,3
7546,Lucy,Santos,13-Sep-22,,Production Technician I,Tracey Jackson,lucy.santos@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production       ,Aerial,24-11-1944,MA,Coordinator,Female,26880,Other,Divorced,Exceeds,4
7547,Jakayla,Hall,11-Jul-20,,Production Technician I,Reginald Hernandez,jakayla.hall@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,08-02-1976,MA,Engineer,Male,50833,Other,Divorced,Fully Meets,3
7548,Jocelyn,Jackson,13-May-22,12-Sep-22,Production Technician I,Judith Ryan,jocelyn.jackson@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Staff summer fire my game kitchen.,Production       ,General - Con,07-07-1963,MA,Flagger,Female,29557,Black,Widowed,Fully Meets,3
7549,Giselle,Calderon,03-Feb-19,02-Apr-19,Production Technician II,Donna Duffy,giselle.calderon@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Stock indeed about brother campaign.,Production       ,Project Management - Con,02-07-1981,MA,Coordinator,Female,96092,White,Divorced,Fully Meets,4
7550,Genesis,Coleman,09-Nov-19,,Production Technician I,Bryan Greer,genesis.coleman@bilearner.com,NEL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Shop (Fleet),20-06-1948,MA,Mechanic,Male,35917,Other,Single,PIP,2
7551,Giovanna,Morton,23-Dec-22,,Production Technician I,Joseph Harris,giovanna.morton@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-03-1951,MA,Director,Male,33335,Asian,Divorced,Needs Improvement,3
7552,Eden,Dalton,02-Mar-21,,Production Technician I,Jesse Hall,eden.dalton@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),19-08-1981,MA,Supervisor,Male,1901,Black,Divorced,Fully Meets,1
7553,Patience,Henry,22-Dec-21,03-Aug-23,Production Technician I,Deborah Diaz,patience.henry@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Voluntary,Much try remember natural.,Production       ,Field Operations,21-10-1983,MA,Supervisor,Female,46847,Other,Widowed,Fully Meets,5
7554,Sam,Athwal,16-Aug-22,,Production Technician I,Jeremy Taylor,sam.athwal@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),11-09-1981,MA,Supervisor,Male,2199,Hispanic,Divorced,Fully Meets,4
7555,Judith,Savage,06-Oct-18,,Production Technician I,Sharon Jones,judith.savage@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,13-07-1986,MA,Technician,Male,31403,White,Widowed,Fully Meets,2
7556,Carleigh,Garrison,03-Jun-20,,Production Manager,Emily Fritz,carleigh.garrison@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,01-04-1949,MA,Coordinator,Female,22631,White,Single,Fully Meets,5
7557,Adalyn,Vaughan,13-Mar-19,12-Sep-20,Production Technician II,Nathan Hill,adalyn.vaughan@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Employee product meeting who kind.,Production       ,Field Operations,27-01-1985,MA,Administrator,Female,94411,Asian,Widowed,Fully Meets,3
7558,Quincy,Cardenas,21-Jun-19,,Production Technician I,Henry Armstrong Jr.,quincy.cardenas@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Executive,18-10-1978,MA,Vp,Male,96247,Asian,Married,Fully Meets,4
7559,Miranda,Chavez,26-Nov-21,23-Sep-22,Production Technician I,Holly Lee,miranda.chavez@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Voluntary,Show home than data her. Act speak also best.,Production       ,Field Operations,16-03-1982,MA,Laborer,Female,69720,Hispanic,Married,Needs Improvement,3
7560,Ivan,Hull,10-Oct-18,02-May-22,Production Manager,Robert Sullivan,ivan.hull@bilearner.com,EW,Active,Part-Time,Zone C,Temporary,Involuntary,Body move possible play. Relate husband Mrs.,Production       ,Project Management - Con,06-08-1971,MA,Supervisor,Female,6536,Other,Married,Fully Meets,4
7561,Brittany,Hurley,28-Apr-20,,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Software Engineering,Field Operations,01-06-1979,MA,Specialist,Female,97697,Asian,Divorced,Fully Meets,3
7562,Zechariah,Strong,22-Mar-19,17-Jun-21,IT Support,Daniel Blake,zechariah.strong@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Clearly rule suddenly.,IT/IS,General - Eng,07-09-1960,MA,Administrative,Female,73392,White,Married,Exceeds,1
7563,Payten,Middleton,21-Feb-19,06-Mar-19,Production Technician I,Dennis Martinez,payten.middleton@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Place impact which although.,Production       ,General - Con,23-08-1997,MA,Technician,Male,6139,Other,Divorced,Fully Meets,3
7564,Haley,Weaver,11-Apr-21,19-Dec-22,IT Support,Cynthia Willis,haley.weaver@bilearner.com,PL,Active,Full-Time,Zone A,Part-Time,Involuntary,Sit parent popular even travel level who.,IT/IS,Field Operations,04-11-1961,MA,Laborer,Female,62625,Other,Divorced,Fully Meets,3
7565,Jonas,Rowland,27-Jun-22,,Network Engineer,Stephanie Harris,jonas.rowland@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Project Management - Con,25-05-1964,MA,Coordinator,Male,14939,Other,Widowed,Fully Meets,3
7566,Kaylen,Hogan,16-Jul-20,15-Oct-20,Production Technician I,Latasha Garrison,kaylen.hogan@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Resignation,Tonight address serve yard race.,Production       ,General - Con,31-01-1981,MA,Technician,Female,70709,White,Divorced,Fully Meets,2
7567,Roger,Walker,20-Feb-21,,Production Technician II,Jeremy Alexander,roger.walker@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Splicing,15-04-1962,MA,Lineman,Male,2459,Hispanic,Widowed,Fully Meets,2
7568,Anthony,Cisco,01-May-21,,IT Support,Kyle Adams,anthony.cisco@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,10-08-1956,MA,Technician,Male,2135,Hispanic,Single,Fully Meets,3
7569,Johnny,Goodman,12-Feb-20,07-Apr-20,Production Technician I,Loretta Gonzalez,johnny.goodman@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Recent agent choose dark hard eye.,Production       ,Fielders,24-03-1960,MA,Engineer,Male,24794,Black,Widowed,Fully Meets,2
7570,Alison,Fuller,02-Jul-22,,Production Technician I,Deborah Blackwell,alison.fuller@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Con,24-10-1948,MA,Technician,Female,24932,Black,Single,Fully Meets,3
7571,Brandon,Dickerson,31-Oct-19,,Production Technician I,Christina Nguyen,brandon.dickerson@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Splicing,09-04-1958,MA,Technician,Male,88948,Asian,Single,Fully Meets,2
7572,Alyson,Hickman,22-Aug-21,,Production Technician I,Matthew Lyons,alyson.hickman@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Technology / It,11-12-1951,MA,Engineer,Male,50557,Hispanic,Divorced,Fully Meets,5
7573,Pierre,Craig,25-Aug-22,,Production Technician II,Matthew Valdez,pierre.craig@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,28-01-1998,MA,Laborer,Female,80572,Hispanic,Divorced,Exceeds,2
7574,Marshall,Lucas,15-Jan-19,03-Apr-21,Production Technician II,Grant Brooks,marshall.lucas@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Retirement,Personal themselves institution record.,Production       ,General - Con,30-01-1958,MA,Technician,Female,46410,Black,Widowed,PIP,2
7575,Salvador,Thomas,05-Nov-22,16-Apr-23,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Health American identify meeting.,Software Engineering,Engineers,23-04-1968,MA,Engineer,Male,76670,Asian,Married,Fully Meets,3
7576,Wesley,Nguyen,26-Sep-20,,Production Manager,Donna Pope,wesley.nguyen@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Underground,04-09-1947,MA,Laborer,Female,37470,Black,Single,Fully Meets,5
7577,Taylor,Dennis,22-Sep-22,,Data Analyst,Latoya Lam,taylor.dennis@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,08-02-1987,MA,Top Hand,Female,53464,Asian,Single,Fully Meets,3
7578,Selah,Ibarra,01-Jan-20,,Production Technician I,Randy Wright,selah.ibarra@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Fielders,27-04-1979,MA,Technician,Female,91044,Hispanic,Widowed,Fully Meets,1
7579,Kade,Stokes,28-Jul-21,,Production Technician I,Mary Hines,kade.stokes@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Shop (Fleet),17-12-1948,MA,Mechanic,Female,67772,Black,Divorced,Fully Meets,2
7580,Kamari,Mcgrath,15-Dec-22,,IT Support,Laura Sanchez,kamari.mcgrath@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Con,05-06-1971,MA,Lineman,Female,39859,White,Widowed,Fully Meets,3
7581,Deanna,Sellers,07-Jun-20,,Production Technician II,Randall Frey,deanna.sellers@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,25-05-1977,MA,Foreman,Female,30804,Other,Widowed,Fully Meets,3
7582,Layla,Kane,03-Apr-20,,Area Sales Manager,Mrs. Deanna Cooper,layla.kane@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,Sales,Field Operations,25-09-1944,ID,Technician,Male,92704,Asian,Divorced,Fully Meets,2
7583,Nikhil,Pineda,22-Jan-20,26-Oct-22,Sales Manager,Miss Andrea Robertson,nikhil.pineda@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Suggest point then however matter close her.,Sales,Finance & Accounting,20-07-1994,MA,Accounting,Male,82541,Asian,Divorced,Fully Meets,3
7584,Melody,Rollins,19-Jan-23,,Production Technician II,Mark Ellis,melody.rollins@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,10-01-1951,MA,Assistant,Female,85041,White,Married,Fully Meets,3
7585,Kailyn,Torres,06-May-19,,Production Manager,Justin Cook,kailyn.torres@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,15-11-1957,MA,Laborer,Male,53359,Hispanic,Married,Fully Meets,5
7586,Michael J,Fitzpatrick,18-Aug-21,,Production Technician II,Isaac Long,michael j.fitzpatrick@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Aerial,01-01-1995,MA,Lineman,Male,2143,Other,Single,Fully Meets,3
7587,Aliza,Pace,01-Jul-22,,Production Technician I,Michael Jenkins,aliza.pace@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,22-07-1949,MA,Foreman,Male,34327,White,Single,Fully Meets,4
7588,Simon,Rivers,29-Jun-22,,Production Technician II,William Wagner,simon.rivers@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Wireline Construction,25-12-1991,MA,Manager,Female,43569,Other,Widowed,Fully Meets,3
7589,Kayla,Gibbs,17-Oct-21,12-Nov-22,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,Production       ,Field Operations,22-06-1943,MA,Locator,Female,65306,Other,Widowed,Fully Meets,3
7590,Miley,Gutierrez,17-Jun-23,,Production Technician I,Michael Mcgee PhD,miley.gutierrez@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Technology / It,17-01-1950,MA,Director,Female,39152,White,Widowed,Fully Meets,3
7591,Elisabeth,Bradley,20-Sep-22,,Software Engineering Manager,Erica Lawrence,elisabeth.bradley@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Unk,,Software Engineering,General - Con,30-09-1966,MA,Coordinator,Male,69590,Other,Married,Fully Meets,2
7592,Devyn,Powers,04-Mar-22,,Area Sales Manager,Jessica Murphy,devyn.powers@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Field Operations,02-05-1953,TX,Laborer,Female,25634,Black,Divorced,Fully Meets,2
7593,Violeta,Ferreira,19-Apr-23,,Production Technician I,Melinda Davidson,violeta.ferreira@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Eng,11-01-1971,MA,Coordinator,Female,2176,Asian,Single,Fully Meets,1
7594,Travis,Morgan,28-Aug-20,25-Aug-22,Production Technician I,Monica Hubbard,travis.morgan@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Involuntary,Small together man show.,Production       ,Field Operations,02-07-1996,MA,Technician,Female,22497,White,Married,Fully Meets,3
7595,Chloe,Gould,18-Jul-23,,Area Sales Manager,Lisa Thompson,chloe.gould@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Wireline Construction,01-09-1942,MA,Project Manager,Male,3563,Black,Married,Fully Meets,3
7596,Natalia,Burns,12-Jun-19,25-May-21,Production Technician I,Barry Hernandez,natalia.burns@bilearner.com,SVG,Terminated for Cause,Part-Time,Zone C,Part-Time,Retirement,With picture sport this after.,Production       ,Safety,15-04-1988,MA,Safety,Female,16673,White,Married,Fully Meets,4
7597,Rene,Wallace,08-Jul-23,,Production Technician I,Michael Diaz MD,rene.wallace@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,28-04-1943,MA,Technician,Female,37646,Black,Single,Fully Meets,4
7598,Dianna,Blount,28-Mar-23,,Production Technician II,Steven King,dianna.blount@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,31-01-1959,MA,Technician,Female,2171,White,Married,Fully Meets,5
7599,Lilian,Norton,22-Mar-19,23-Mar-22,Production Technician I,Todd Nelson,lilian.norton@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Space long most area product drug tree.,Production       ,Field Operations,28-03-1950,MA,Driller,Female,62803,Asian,Widowed,Fully Meets,3
7600,Sarahi,Burke,29-Mar-21,01-Dec-21,Production Technician I,Theresa Miller,sarahi.burke@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Resignation,Suddenly free computer last spend.,Production       ,Underground,09-09-1988,MA,Operator,Female,90967,White,Divorced,Fully Meets,3
7601,Angelique,Cochran,12-Apr-21,06-Mar-23,IT Manager - DB,Benjamin Mcdonald,angelique.cochran@bilearner.com,PL,Active,Contract,Zone B,Full-Time,Retirement,Suffer arm security about control with.,IT/IS,Field Operations,18-11-1967,MA,Technician,Male,83544,Other,Married,Fully Meets,4
7602,Aimee,Terry,07-Jul-19,14-Feb-20,Production Technician I,Christopher Stewart,aimee.terry@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Retirement,Seek TV finally impact really build.,Production       ,Field Operations,30-11-1996,MA,Driver,Female,46879,Asian,Divorced,Fully Meets,3
7603,Yen,Johnston,29-Aug-18,09-Feb-23,Production Technician II,Larry Frost,yen.johnston@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Ability bed police onto exactly south.,Production       ,Field Operations,03-04-1955,MA,Laborer,Female,2128,White,Divorced,Exceeds,3
7604,Rose,Mcguire,15-Dec-22,25-Apr-23,Production Technician II,Nicole Holland,rose.mcguire@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Ball while speak. Issue free represent city.,Production       ,Field Operations,07-01-1965,MA,Supervisor,Male,67579,Asian,Divorced,Fully Meets,3
7605,Leonidas,Bridges,24-Sep-21,28-Jan-22,Production Technician I,Lee Crawford,leonidas.bridges@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Retirement,Natural event religious during article total.,Production       ,Shop (Fleet),23-10-1984,MA,Supervisor,Female,58905,Other,Divorced,Needs Improvement,2
7606,Adriel,Wiggins,20-Jan-22,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2
7607,Philip,Cobb,28-Aug-20,26-Dec-20,Production Technician I,Nicholas Freeman,philip.cobb@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,Resignation,Maintain catch look. Wide local natural.,Production       ,Finance & Accounting,10-05-1964,MA,Executive,Female,32823,White,Single,Fully Meets,3
7608,Marvin,Abbott,06-Mar-21,26-Apr-23,Production Technician I,Becky Cardenas,marvin.abbott@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Resignation,Year prove but moment house defense.,Production       ,Wireline Construction,02-08-1981,MA,Clerk,Female,9310,Hispanic,Divorced,Fully Meets,3
7609,Ayla,Roberts,30-Dec-18,30-Mar-23,Production Technician I,Desiree Martinez,ayla.roberts@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Brother work amount rock newspaper.,Production       ,Splicing,28-12-1986,MA,Splicer,Female,88408,White,Divorced,Exceeds,3
7610,Elliott,Petersen,28-Mar-21,,Accountant I,Daniel Cooper,elliott.petersen@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,05-03-1998,MA,Tower Hand,Male,38846,White,Divorced,Fully Meets,3
7611,Yadira,Mcmillan,28-Mar-19,17-Oct-20,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Guy ten dream. Thing he care series.,Software Engineering,Field Operations,23-06-1968,MA,Laborer,Male,30139,Black,Married,Fully Meets,3
7612,Bradyn,Pham,15-Dec-20,24-Jun-21,Director of Operations,Sarah Kennedy,bradyn.pham@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Retirement,Type by way so firm high building.,Production       ,Field Operations,10-07-1995,RI,Laborer,Female,89047,Asian,Married,Fully Meets,4
7613,Meghan,Ray,06-Nov-22,,Production Technician I,Kathy Wong,meghan.ray@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,04-11-1978,MA,Laborer,Male,2956,Hispanic,Divorced,Fully Meets,4
7614,Brendon,Ryan,30-May-23,,Production Technician I,Jonathan Miller,brendon.ryan@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,19-05-1989,MA,Drafter,Male,46494,White,Single,Fully Meets,3
7615,Abel,Bush,08-Mar-20,26-Feb-23,IT Director,John Jones,abel.bush@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Resignation,Method hundred lawyer feel interesting.,IT/IS,Fielders,26-01-1970,MA,Engineer,Male,71472,Black,Married,Fully Meets,1
7616,Victoria,Allen,06-Aug-23,06-Aug-23,Production Technician I,Christopher Clark,victoria.allen@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Voluntary,Rest such husband through his customer no look.,Production       ,Underground,24-05-1996,MA,Operator,Male,33735,Asian,Widowed,Needs Improvement,3
7617,Izabella,Watson,19-Aug-20,14-Nov-21,Production Technician II,Richard Reynolds,izabella.watson@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,According if detail quality difficult.,Production       ,Field Operations,05-06-1986,MA,Laborer,Female,70404,White,Widowed,Needs Improvement,2
7618,Frederick,Carney,19-Aug-22,,Production Technician II,Summer Dickerson,frederick.carney@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,11-03-1943,MA,Administrative,Female,69905,Other,Divorced,Fully Meets,4
7619,Hector,Escobar,29-Apr-20,22-Nov-22,Production Technician I,Frank Wilkinson,hector.escobar@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Voluntary,Vote growth sound wide art.,Production       ,General - Con,31-07-1944,MA,Laborer,Male,37852,Hispanic,Single,Fully Meets,5
7620,Serena,Lutz,22-May-20,,Production Technician II,Rachel Nicholson,serena.lutz@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,26-10-1948,MA,Manager,Female,31663,Asian,Widowed,Fully Meets,3
7621,David,Velez,27-Jan-20,,Production Technician I,Michael Torres,david.velez@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,31-12-1952,MA,Technician,Female,43853,Black,Single,Fully Meets,3
7622,Cayo,Gonzalez,11-Jan-19,,Production Technician I,Matthew Allen,cayo.gonzalez@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,21-12-1955,MA,Lineman,Male,2108,Asian,Married,Exceeds,3
7623,Tia,Ellis,22-Jun-23,22-Jul-23,Area Sales Manager,Daniel Cabrera,tia.ellis@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Night company image able suggest.,Sales,Wireline Construction,27-01-1993,IN,Laborer,Male,1115,Other,Married,Fully Meets,4
7624,Presley,Salazar,08-Jul-21,,Production Technician II,Zachary Santana,presley.salazar@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,30-09-1994,MA,Foreman,Male,48643,White,Divorced,Fully Meets,3
7625,Danika,Fleming,09-Jul-20,10-Jul-21,Production Technician II,Christopher Ayers,danika.fleming@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Resignation,Song remember visit finish edge difficult down.,Production       ,Field Operations,16-10-1995,MA,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3
7626,Andy,Stewart,13-May-21,,Area Sales Manager,Jose Copeland,andy.stewart@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Field Operations,14-03-1987,ID,Foreman,Male,29887,Black,Divorced,Fully Meets,5
7627,Kimberly,Beak,01-Jul-23,04-Aug-23,Production Technician II,Joanna Poole,kimberly.beak@bilearner.com,BPC,Future Start,Part-Time,Zone C,Part-Time,Retirement,Class table south receive democratic.,Production       ,Project Management - Con,19-01-1948,MA,Coordinator,Female,2145,Hispanic,Divorced,Fully Meets,2
7628,Virginia,Nunez,29-Dec-18,,Production Technician II,Phyllis Cox,virginia.nunez@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,13-07-2000,MA,Laborer,Female,33987,Asian,Widowed,Fully Meets,1
7629,Carlie,Wilkerson,13-Jun-21,27-May-22,Production Technician I,Charles Rogers,carlie.wilkerson@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Voluntary,Truth game down which.,Production       ,Engineers,20-05-1952,MA,Engineer,Male,39849,Asian,Married,Fully Meets,3
7630,Nikhil,Cummings,15-Apr-19,10-May-23,Production Technician II,Kristin White,nikhil.cummings@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Voluntary,Although center movement stock. While you local.,Production       ,Billable Consultants,30-03-1978,MA,Engineer,Female,25166,Asian,Married,Exceeds,2
7631,Addisyn,Guerrero,31-Aug-20,26-Jun-22,Production Technician I,Cory Lee,addisyn.guerrero@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Resignation,Tax herself interview maybe control.,Production       ,Engineers,15-02-1951,MA,Engineer,Female,87563,White,Widowed,Exceeds,4
7632,Kimora,Parsons,15-Mar-23,,Area Sales Manager,Jesse Hunt,kimora.parsons@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Sales,General - Sga,01-02-1994,KY,Administrator,Female,41161,Other,Divorced,Fully Meets,4
7633,Alice,Dudley,17-Mar-21,13-May-23,Production Manager,Derrick Cannon,alice.dudley@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Professor phone billion none very evidence.,Production       ,General - Con,27-02-2001,MA,Laborer,Female,29529,White,Single,Fully Meets,5
